iter	Logloss
512	0.4807980872
513	0.4807242739
514	0.4806520149
515	0.4805700843
516	0.4805074247
517	0.4804001711
518	0.4803021573
519	0.4802017629
520	0.4801350694
521	0.4800532103
522	0.4799887854
523	0.4799033528
524	0.4798136619
525	0.4797569987
526	0.4796811611
527	0.4795951491
528	0.4794993117
529	0.4793996025
530	0.4793104577
531	0.4792135878
532	0.4791310158
533	0.479083303
534	0.4789960177
535	0.4789150737
536	0.4788019744
537	0.4787399959
538	0.4786612508
539	0.4785957089
540	0.4785200578
541	0.478489828
542	0.4784184135
543	0.4783248351
544	0.4782313042
545	0.4780984955
546	0.478014592
547	0.4779748033
548	0.4779134406
549	0.4778128137
550	0.4777122361
551	0.47764273
552	0.4775712782
553	0.4774955608
554	0.4774054301
555	0.4773102511
556	0.4772571857
557	0.4771856516
558	0.4771192519
559	0.4770454122
560	0.4769460021
561	0.4768364903
562	0.4767741135
563	0.4766592653
564	0.476571683
565	0.4764704542
566	0.4764180824
567	0.4763609252
568	0.476295167
569	0.476221753
570	0.4761356955
571	0.4760403609
572	0.4759840435
573	0.4759354483
574	0.4758578074
575	0.4758015766
576	0.4756801374
577	0.4756216378
578	0.4755220153
579	0.4754562359
580	0.4754022991
581	0.4753262213
582	0.4752534797
583	0.4751854349
584	0.475144367
585	0.4750882987
586	0.4750503519
587	0.4749623309
588	0.4748854197
589	0.4748315819
590	0.4748046524
591	0.4747322095
592	0.4746475874
593	0.4746059374
594	0.4745489288
595	0.4744333114
596	0.4743657147
597	0.4742722337
598	0.4741766408
599	0.4741155365
600	0.4740698928
601	0.4739883376
602	0.4739061901
603	0.4738230833
604	0.4737646836
605	0.4737000295
606	0.4736188114
607	0.4735373268
608	0.4734500187
609	0.4733596667
610	0.4732852349
611	0.473229309
612	0.4731657248
613	0.4730709201
614	0.4729914739
615	0.4728991615
616	0.4728142585
617	0.4727321862
618	0.4726787014
619	0.4725881424
620	0.4725022347
621	0.4724427339
622	0.4723725371
623	0.4722795893
624	0.4721992966
625	0.4721368837
626	0.4720524079
627	0.4719988958
628	0.4719370941
629	0.4718729912
630	0.4717837323
631	0.4717007326
632	0.4716285788
633	0.4715717499
634	0.4715132051
635	0.4714785693
636	0.4714109366
637	0.4713672682
638	0.471317724
639	0.4712735374
640	0.4712014073
641	0.4711217992
642	0.4710290368
643	0.4709293388
644	0.4708652275
645	0.4707934324
646	0.4707086236
647	0.4706286078
648	0.4705647953
649	0.4705039989
650	0.470391545
651	0.4702913607
652	0.4702195054
653	0.4701248338
654	0.470056804
655	0.4699825292
656	0.469877581
657	0.4697776148
658	0.4697295954
659	0.4696717648
660	0.4696083897
661	0.46952613
662	0.4694622559
663	0.4693772903
664	0.4693040929
665	0.4692375001
666	0.4691582036
667	0.4690803311
668	0.4690051027
669	0.4688827212
670	0.4688144481
671	0.4687814124
672	0.4687319729
673	0.468630922
674	0.4685625411
675	0.4685159384
676	0.4684661547
677	0.468394206
678	0.4682966731
679	0.4682152934
680	0.4681620597
681	0.4680667258
682	0.4679966824
683	0.4679106381
684	0.4678371759
685	0.46778208
686	0.4676876108
687	0.4676217428
688	0.4675730722
689	0.4675000329
690	0.4674588812
691	0.4673977488
692	0.4673546622
693	0.4673067624
694	0.4672507175
695	0.4671841968
696	0.4671218217
697	0.4670565076
698	0.4669952749
699	0.4668853514
700	0.4668066912
701	0.4667417611
702	0.466671222
703	0.4666142148
704	0.4665633168
705	0.4665124712
706	0.4664556448
707	0.466355355
708	0.4662760652
709	0.4662135491
710	0.4661750489
711	0.4661053475
712	0.4660495621
713	0.4659561638
714	0.4658554528
715	0.4658220806
716	0.4657416774
717	0.4656603619
718	0.4655898683
719	0.4655426749
720	0.4654610112
721	0.4653923554
722	0.4653587845
723	0.4652928636
724	0.4651929137
725	0.4651372233
726	0.4650826935
727	0.4650054226
728	0.4649421057
729	0.4648697992
730	0.4647961004
731	0.464714703
732	0.464646264
733	0.4645821299
734	0.4645140637
735	0.4644251111
736	0.4643615315
737	0.464284483
738	0.4641861906
739	0.4641250063
740	0.4640638431
741	0.463989832
742	0.4638920604
743	0.4638157722
744	0.4637269046
745	0.4636502862
746	0.4635931668
747	0.4635338946
748	0.4634871886
749	0.4633950947
750	0.4633264757
751	0.4632670928
752	0.4631779018
753	0.4631351951
754	0.4630687376
755	0.4629937312
756	0.4629172677
757	0.4628408494
758	0.4627647918
759	0.462719792
760	0.4626339317
761	0.4625634865
762	0.4625203473
763	0.4624205356
764	0.4623592734
765	0.4622730056
766	0.4622012525
767	0.4621418722
768	0.4620478062
769	0.4619862793
770	0.4619161568
771	0.4618189813
772	0.4617488327
773	0.461684362
774	0.4616056779
775	0.4615369748
776	0.4614704215
777	0.4613911059
778	0.4612985099
779	0.4612323396
780	0.4611338288
781	0.4610797211
782	0.4610102975
783	0.4609013001
784	0.4608067066
785	0.4607542295
786	0.4607133194
787	0.4606163947
788	0.460554012
789	0.4604863446
790	0.4604406934
791	0.4603938599
792	0.4603490705
793	0.460299778
794	0.4602427773
795	0.4601824173
796	0.460117375
797	0.4600700017
798	0.4600142806
799	0.4599404802
800	0.4598827534
801	0.4598033076
802	0.459745535
803	0.4596629302
804	0.4595790823
805	0.4595097028
806	0.4594665029
807	0.4594281631
808	0.4593749069
809	0.4593129432
810	0.4592516323
811	0.4591680701
812	0.4591205529
813	0.4590616225
814	0.458978711
815	0.4589018705
816	0.4588313261
817	0.458783026
818	0.4587047755
819	0.45864714
820	0.4586025874
821	0.4585426171
822	0.4584980545
823	0.4583954528
824	0.4583113606
825	0.4582399833
826	0.4581837715
827	0.4581310025
828	0.4580620078
829	0.4580053729
830	0.457949475
831	0.4578913555
832	0.4578298795
833	0.457745809
834	0.4577198775
835	0.4576493022
836	0.4575953396
837	0.4575259564
838	0.4574639382
839	0.4574050605
840	0.4573420861
841	0.4572752538
842	0.4572211256
843	0.4571749404
844	0.4571250839
845	0.4570609561
846	0.4569997264
847	0.456900659
848	0.4568612902
849	0.4567628458
850	0.4567186022
851	0.4566470249
852	0.4565849934
853	0.4565192604
854	0.4564808637
855	0.4564207195
856	0.4563809628
857	0.456328392
858	0.456262893
859	0.4561874771
860	0.4561187539
861	0.4560759859
862	0.4560222128
863	0.4559606073
864	0.4558935378
865	0.4558015818
866	0.4557209082
867	0.4556897785
868	0.455651741
869	0.4555770912
870	0.4554875893
871	0.4554174172
872	0.4553822144
873	0.4553333724
874	0.4552649634
875	0.4551971241
876	0.4551379639
877	0.4550676261
878	0.4549973496
879	0.4549461525
880	0.4548637096
881	0.4548088902
882	0.4547407629
883	0.4546687186
884	0.454567069
885	0.4544808711
886	0.4544321536
887	0.4543817004
888	0.4543270398
889	0.4542497048
890	0.4542101253
891	0.4541657399
892	0.4540918688
893	0.4540309867
894	0.4539698417
895	0.4539039848
896	0.4538585615
897	0.4537651199
898	0.4537196917
899	0.4536710458
900	0.4536274805
901	0.4535466017
902	0.453472803
903	0.4534031495
904	0.4533610866
905	0.4533278462
906	0.4532710735
907	0.4531797905
908	0.4531209309
909	0.4530596567
910	0.4529763878
911	0.4529195435
912	0.4528943516
913	0.4528300509
914	0.4527302596
915	0.452691376
916	0.4526546549
917	0.4526118482
918	0.4525410041
919	0.4525026986
920	0.4524404971
921	0.4523969624
922	0.4523017953
923	0.4522624179
924	0.4521794719
925	0.452129853
926	0.4520322051
927	0.4519776824
928	0.4519271306
929	0.451839732
930	0.451798053
931	0.4517608459
932	0.4517149376
933	0.4516412156
934	0.451555865
935	0.4514678286
936	0.4514010219
937	0.4513323563
938	0.4513028513
939	0.4512518503
940	0.4511993569
941	0.4511548159
942	0.4510800876
943	0.4509951975
944	0.4509123344
945	0.4508312919
946	0.4507828003
947	0.4507457124
948	0.4506897702
949	0.4506567503
950	0.4506082833
951	0.4505486983
952	0.4504942241
953	0.4504349253
954	0.4503609814
955	0.4503057531
956	0.4502224875
957	0.4501396289
958	0.4500695979
959	0.4500151327
960	0.4499638167
961	0.449900872
962	0.4498736213
963	0.4498399558
964	0.4497637429
965	0.4496914365
966	0.4496406311
967	0.4495924192
968	0.4495329899
969	0.4494898432
970	0.4494380073
971	0.4493669771
972	0.4492954109
973	0.4492511407
974	0.4491805989
975	0.4490990441
976	0.4490615488
977	0.4490148942
978	0.4489516293
979	0.4488954368
980	0.4488213381
981	0.4487700473
982	0.4487036185
983	0.4486204871
984	0.4485376542
985	0.4484820234
986	0.4484211251
987	0.4483489888
988	0.4482857091
989	0.448222114
990	0.448147396
991	0.4481150994
992	0.4480457872
993	0.4480026095
994	0.4478942914
995	0.4478351183
996	0.4477646023
997	0.4477268835
998	0.4476671385
999	0.4476232493
